,ZONE,AISLE,BAY,LVL,LOCATION,LOCATION_TYPE,PERM / TEMP,LOC WIDTH,LOC LENGTH,LOC HEIGHT,CURR MIN,CURR MAX,SKU,DESCRIPTION,UNIT HEIGHT,UNIT WIDTH,UNIT LENGTH,UNIT WEIGHT,UNIT VOLUME,PACK FLAG,DAILY UNITS,DAILY CUBIC VELOCITY,DAILY HITS,WAVE TASK (4 WEEKS),LEAN TASK (4 WEEKS),TOTAL TASK (4 WEEKS),WEEK 1 UNITS (NEWEST),WEEK 2 UNITS,WEEK 3 UNITS,WEEK 4 UNITS (OLDEST),WEEKLY AVERAGE,ON-HAND INVENTORY,Weight > 35,LV,IV,DS
82066,SR1,25,66,A,SR1-025-066-A01,SR - Full Pallet,P,48.0,48.0,60.0,11.0,73.0,1004518335.0,"3/16""X12""X 100' CLEAR BUBBLE CUSHION",12.0,13.0,13.0,1.0,2028.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,36,No,138240.0,148044.0,-9804.0
82067,SR1,25,66,A,SR1-025-066-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,26.0,1004518338.0,"3/16""X12""X 250' CLEAR BUBBLE CUSHION",12.0,22.0,22.0,2.8,5808.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,32,No,138240.0,151008.0,-12768.0
82069,SR1,25,67,A,SR1-025-067-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,397.0,1006188670.0,MEDIUM BOX 21X15X16,0.31,32.5,38.75,2.4,390.4062,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,150,No,138240.0,154991.26140000002,-16751.261400000018
82070,SR1,25,68,A,SR1-025-068-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,30.0,1000011532.0,ECHO 59CC TIMBERWOLF CHAIN SAW,12.5,11.0,36.25,20.61,4984.375,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149531.25,-11291.25
82071,SR1,25,68,A,SR1-025-068-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,65.0,1000550908.0,18 IN. 20-VOLT LITHIUM-ION CORDLESS,41.25,7.125,7.5,10.15,2204.2968,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,12,No,138240.0,143279.29200000002,-5039.292000000016
82075,SR1,25,70,A,SR1-025-070-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,39.0,211904.0,GF CELLULOSE INSULATION 2 CU FT,12.0,16.0,20.0,19.05,3840.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149760.0,-11520.0
82076,SR1,25,71,A,SR1-025-071-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,27.0,1002476568.0,ALL BORATE BLOW IN INSULATION,16.7,12.3,26.6,29.45,5463.906,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147525.462,-9285.462
82077,SR1,25,71,A,SR1-025-071-A02,SR - Full Pallet,P,48.0,48.0,60.0,8.0,62.0,884183.0,"24""X25' DBL REFLCTIVE INSULATION",24.0,10.0,10.0,3.0,2400.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,138240.0,148800.0,-10560.0
82078,SR1,25,72,A,SR1-025-072-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,74.0,1005140779.0,RECONDITIONED 110 MPH 500 CFM 40-VOL,6.0,14.0,24.0,11.0,2016.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149184.0,-10944.0
82080,SR1,25,73,A,SR1-025-073-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,64.0,1005712379.0,20-VOLT MAX POLE HEDGE TRIMMER HEAD,41.625,4.625,12.375,7.9,2382.3808,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,13,No,138240.0,152472.3712,-14232.371199999994
82081,SR1,25,73,A,SR1-025-073-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,11.0,612706.0,"R30 UF 23""X25' ROLL INSUL 48.08SF",23.4,23.4,24.0,26.82,13141.44,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,144555.84,-6315.8399999999965
82082,SR1,25,74,A,SR1-025-074-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,53.0,1005222715.0,2-GAL. MAX CORDLESS/CORDED WET/DRY V,13.125,12.312,17.25,11.06,2787.5137,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147738.2261,-9498.2261
82084,SR1,25,75,A,SR1-025-075-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,70.0,739541.0,"22""X4' PROVENT VENTILATION SYSTEM",2.0,22.0,48.0,0.62,2112.0,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,50,No,138240.0,147840.0,-9600.0
82085,SR1,25,75,A,SR1-025-075-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,58.0,1000900620.0,"22""X48"" DUROVENT PACK OF 10",48.875,22.0,2.375,2.0,2553.7187,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,138240.0,148115.6846,-9875.684600000008
82086,SR1,25,76,A,SR1-025-076-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,59.0,691446.0,"R30 RKWOOLB  7.25""X15.25""X47"" 29.9S",15.25,47.0,3.5,36.8,2508.625,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148008.875,-9768.875
82087,SR1,25,76,A,SR1-025-076-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,9.0,974419.0,"R15 15-1/4""X47"" ROCK WOOL BATT INSUL",15.25,47.0,22.0,48.9,15768.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,141916.5,-3676.5
82088,SR1,25,77,A,SR1-025-077-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,9.0,982229.0,"R23 15-1/4""X4' RKWOOL BT INSUL 39.8S",15.25,47.0,22.0,51.2,15768.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,141916.5,-3676.5
82089,SR1,25,77,A,SR1-025-077-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,13.0,982937.0,"SAFESND RKWOOL15-1/4""X47"" INSUL59.7S",15.25,16.0,47.0,37.8,11468.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149084.0,-10844.0
82090,SR1,25,78,A,SR1-025-078-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,8.0,1004871300.0,"TORO 21"" SUPER RECYCLER 190CC ESTART",18.6,23.0,44.9,106.0,19208.22,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,153665.76,-15425.76000000001
82092,SR1,25,79,A,SR1-025-079-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,22.0,535451.0,LARGE ALL PURPOSE PLASTIC TUB,8.0,23.8,35.6,4.65,6778.24,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149121.28,-10881.279999999999
82093,SR1,25,79,A,SR1-025-079-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,18.0,175358.0,"1-1/2""X37-1/2""X150' 17GA STC NETTING",37.0,15.0,15.0,68.68,8325.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149850.0,-11610.0
82099,SR1,25,82,A,SR1-025-082-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,66.0,344259.0,"4"" GALV T-TOP PIPE FLASHING",7.0,16.0,20.0,2.18,2240.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147840.0,-9600.0
82101,SR1,25,83,A,SR1-025-083-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,37.0,1004553125.0,"4""X19"" LOW PROFILE DORMER GALV - MF",6.0,26.0,26.0,4.5,4056.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,150072.0,-11832.0
82102,SR1,25,84,A,SR1-025-084-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,11.0,1004565530.0,"12""X24"" HALF ROUND DORMER GALV - MF",11.0,36.0,33.75,7.5,13365.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147015.0,-8775.0
82106,SR1,25,86,A,SR1-025-086-A01,SR - Full Pallet,P,48.0,48.0,60.0,26.0,266.0,1002165792.0,ORTHO HOME DEFENSE 1.33 GALLON REFIL,12.05,5.85,7.95,12.15,560.4153,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149070.4698,-10830.469799999992
82107,SR1,25,86,A,SR1-025-086-A02,SR - Full Pallet,P,48.0,48.0,60.0,19.0,149.0,709409.0,USG +3 ALL PURP LIGHT JC BOX 3.5 GAL,10.0,10.0,10.0,35.0,1000.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149000.0,-10760.0
82110,SR1,25,88,A,SR1-025-088-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,108.0,1005204756.0,1/2 IN. X 50 FT. RED PEX PIPE,2.5,23.5,23.5,2.85,1380.625,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10,No,138240.0,149107.5,-10867.5
82111,SR1,25,88,A,SR1-025-088-A02,SR - Full Pallet,P,48.0,48.0,60.0,9.0,105.0,1000248479.0,SLIM 80 CFM CEILING OR WALL EXHAUST,6.5,13.4,16.3,8.4,1419.73,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149071.65,-10831.649999999994
82113,SR1,25,89,A,SR1-025-089-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,368.0,223754.0,"1-1/2""X 45"" DRYWALL SHIM 100PC BNDL",6.0,45.0,1.5,8.489,405.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149040.0,-10800.0
82114,SR1,25,90,A,SR1-025-090-A01,SR - Full Pallet,P,48.0,48.0,60.0,9.0,89.0,647927.0,"2'4""X50' 16GA GRN PVC COAT RABT GRDN",28.34,7.67,7.67,14.33,1667.211,SR,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5,No,138240.0,148381.779,-10141.77900000001
82115,SR1,25,90,A,SR1-025-090-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,10.0,933141.0,2X1X4 ROUND END GALV STOCK TANK,12.0,25.75,47.0,28.0,14523.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,138240.0,145230.0,-6990.0
82116,SR1,25,91,A,SR1-025-091-A01,SR - Full Pallet,P,48.0,48.0,60.0,1.0,10.0,1005849927.0,GALVANIZED FIRE RING,12.0,36.0,36.0,19.0,15552.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,14,No,138240.0,155520.0,-17280.0
82117,SR1,25,91,A,SR1-025-091-A02,SR - Full Pallet,P,48.0,48.0,60.0,9.0,72.0,1000316073.0,50 CFM CEILING EXHAUST FAN WITH LIGH,9.5,18.2,12.0,12.31,2074.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149385.6,-11145.600000000006
82118,SR1,25,92,A,SR1-025-092-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,26.0,197874.0,10MIL 20X100 BLACK SHEETING,13.25,12.75,34.0,96.85,5743.875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149340.75,-11100.75
82119,SR1,25,92,A,SR1-025-092-A02,SR - Full Pallet,P,48.0,48.0,60.0,11.0,72.0,163341.0,14-3 NM W/G 1000 FT,11.35,13.45,13.45,80.0,2053.2433,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,Yes,138240.0,147833.51760000002,-9593.517600000021
82122,SR1,25,94,A,SR1-025-094-A01,SR - Full Pallet,P,48.0,48.0,60.0,9.0,110.0,744716.0,250' 12/2 MC LITE CABLE,6.0,15.0,15.0,25.88,1350.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148500.0,-10260.0
82123,SR1,25,94,A,SR1-025-094-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,14.0,1000048197.0,"LIQUIDTITE NM 1/2"" X 500'",18.5,23.75,23.75,82.5,10435.1562,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2,Yes,138240.0,146092.1868,-7852.186799999996
82128,SR1,25,97,A,SR1-025-097-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,47.0,1000540461.0,100 CFM CEILING EXHAUST BATH FAN WIT,17.0,11.0,17.0,11.5,3179.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149413.0,-11173.0
82130,SR1,25,98,A,SR1-025-098-A01,SR - Full Pallet,P,48.0,48.0,60.0,20.0,1319.0,368137.0,"48"" BYPASS 2DR TRACK/HARDWARE SET",47.0,2.0,1.2,2.5,112.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148783.19999999998,-10543.199999999983
82131,SR1,25,98,A,SR1-025-098-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,40.0,1001100045.0,HALCYON DECORATIVE 90 CFM CEILING EX,13.3,17.0,17.0,14.7,3843.7,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,153748.0,-15508.0
82139,SR1,25,102,A,SR1-025-102-A02,SR - Full Pallet,P,48.0,48.0,60.0,10.0,60.0,1001503035.0,"14"" TORINO ROUND  BLACK BRONZE",12.52,14.0,14.0,1.278,2453.92,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147235.2,-8995.200000000012
82145,SR1,25,105,A,SR1-025-105-A02,SR - Full Pallet,P,48.0,48.0,60.0,12.0,72.0,1004512160.0,RCP RECYCLE BIN 7 GAL,15.1,14.55,10.3,1.54,2262.9615,,0.13,282.87,0.13,0,0,0,3,0,0,0,0.75,38,No,138240.0,162933.228,-24693.228000000003
82146,SR1,25,106,A,SR1-025-106-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,32.0,1001465389.0,23 GAL. BLACK HIGHBOY WASTE CONTAINE,29.75,10.75,22.0,5.4,7035.875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,31,No,138240.0,225148.0,-86908.0
82148,SR1,25,107,A,SR1-025-107-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,32.0,1002344845.0,RCP SLIM JIM GRAY 23 GAL,29.6,8.8,17.6,7.8,4584.448,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,138240.0,146702.336,-8462.33600000001
82149,SR1,25,107,A,SR1-025-107-A02,SR - Full Pallet,P,48.0,48.0,60.0,8.0,40.0,1001465425.0,23 GAL. BLUE RECYCLING HIGHBOY WASTE,45.5,11.25,22.375,6.25,11453.2031,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,32,No,138240.0,458128.124,-319888.124
82153,SR1,26,13,A,SR1-026-013-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,49.0,1002412493.0,PET TURF 3.75'X9',8.0,8.0,47.0,19.8,3008.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147392.0,-9152.0
82154,SR1,26,14,A,SR1-026-014-A01,SR - Full Pallet,P,48.0,48.0,60.0,9.0,111.0,1005131039.0,HDC SILK ROAD 2'X7' RUNNER,25.3,8.55,6.2,8.04,1341.153,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148867.983,-10627.983000000007
82155,SR1,26,14,A,SR1-026-014-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,37.0,1002257726.0,"COMPLETE GREY 7'1""X9'3"" RUG PAD",16.2,13.2,18.8,18.95,4020.192,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4,No,138240.0,148747.104,-10507.103999999992
82156,SR1,26,15,A,SR1-026-015-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,129.0,107971.0,TMALLURE CHERRY RESILIENT PLANK-24SF,3.3,9.42,36.99,38.55,1149.8711,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148333.3719,-10093.371899999998
82157,SR1,26,15,A,SR1-026-015-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,129.0,685574.0,TM ALLURE TEAK RESILIENT PLANK-24SF,3.3,9.43,37.0,38.55,1151.403,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148530.987,-10290.986999999994
82158,SR1,26,16,A,SR1-026-016-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,129.0,1001789733.0,TM 6X36 KHAKI OAK VP GRIP 24SF,3.3,9.42,36.99,38.55,1149.8711,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148333.3719,-10093.371899999998
82159,SR1,26,16,A,SR1-026-016-A02,SR - Full Pallet,P,48.0,48.0,60.0,13.0,90.0,839558.0,ACRYLPRO TILE ADHESIVE 3.5GAL,11.5,12.0,12.0,45.0,1656.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,48,Yes,138240.0,149040.0,-10800.0
82161,SR1,26,17,A,SR1-026-017-A02,SR - Full Pallet,P,48.0,48.0,60.0,13.0,80.0,343991.0,ROBERTS 1407 ENGINEREED WD ADHSV 4GL,12.5,12.2,12.2,42.0,1860.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9,Yes,138240.0,148840.0,-10600.0
82162,SR1,26,18,A,SR1-026-018-A01,SR - Full Pallet,P,48.0,48.0,60.0,14.0,92.0,422564.0,ROBERTS 1509 WD-BAMBOO ADHSV 4GAL,11.4,11.9,11.9,56.35,1614.354,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148520.568,-10280.568
82163,SR1,26,18,A,SR1-026-018-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,99.0,265194.0,P-G RED CEDAR DRIVE-IN POST KIT,4.7,7.6,42.0,18.75,1500.24,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,13,No,138240.0,148523.76,-10283.76000000001
82164,SR1,26,19,A,SR1-026-019-A01,SR - Full Pallet,P,48.0,48.0,60.0,14.0,603.0,831387.0,"DOOR KIT, SLIDING_48""",47.0,1.75,3.0,2.56,246.75,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148790.25,-10550.25
82165,SR1,26,19,A,SR1-026-019-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,8.0,625398.0,4.7 CU FT FIRE SAFE,38.8,20.4,23.9,224.1,18917.328,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,Yes,138240.0,151338.624,-13098.62400000001
82166,SR1,26,20,A,SR1-026-020-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,69.0,454816.0,EXTRA TALL WALK THRU GATE,2.0,36.8,29.3,17.44,2156.48,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148797.12,-10557.119999999995
82169,SR1,26,21,A,SR1-026-021-A02,SR - Full Pallet,P,48.0,48.0,60.0,11.0,94.0,1000041191.0,"BESSEY 5"" ROTATING PIPE/BENCH VISE",9.15,17.9,9.7,31.59,1588.7145,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149339.163,-11099.163
82172,SR1,26,23,A,SR1-026-023-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,11.0,1005591772.0,HUSKY 26 IN. 5-DRW CHEST TEXT. BLK,23.1,29.7,19.6,80.999,13446.972,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,147916.692,-9676.69200000001
82174,SR1,26,24,A,SR1-026-024-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,43.0,1006673570.0,"BL-5000SLX 5,000 LBS. CAPACITY PORTA",12.5,12.5,22.1,24.0,3453.125,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148484.375,-10244.375
82175,SR1,26,24,A,SR1-026-024-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,72.0,418079.0,"3""X10' COREX DRAIN PIPE SOLID",3.6,24.0,24.0,1.92,2073.6,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149299.19999999998,-11059.199999999983
82176,SR1,26,25,A,SR1-026-025-A01,SR - Full Pallet,P,48.0,48.0,60.0,9.0,83.0,1002431924.0,TRUAIRE STAMPED FACE RETURN AIR GRIL,15.0,8.0,15.0,0.55,1800.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149400.0,-11160.0
82177,SR1,26,25,A,SR1-026-025-A02,SR - Full Pallet,P,48.0,48.0,60.0,1.0,5.0,1002233236.0,BD 3500CFM PORT EVAP COOLER 900 SQFT,39.5,34.5,23.5,102.0,32024.625,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,160123.125,-21883.125
82180,SR1,26,27,A,SR1-026-027-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,6.0,1004871573.0,"30,000 BTU/HR DIRECT-VENT WALL FURNA",22.4,30.0,35.5,102.0,23856.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,143136.0,-4896.0
82181,SR1,26,27,A,SR1-026-027-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,72.0,432086.0,"27""X29"" PLASTIC WASHING MACHINE PAN",2.6,30.0,31.0,2.51,2418.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,72,No,138240.0,174096.0,-35856.0
82185,SR1,26,29,A,SR1-026-029-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,52.0,417920.0,WATER HEATER JACKET-R10.0,25.1,9.35,12.1,6.48,2839.6885,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,12,No,138240.0,147663.80200000003,-9423.802000000025
82186,SR1,26,30,A,SR1-026-030-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,77.0,1000045414.0,"DRAIN PAN 24"" ALUMINUM",3.0,25.44,25.44,2.16,1941.5808,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,138240.0,149501.7216,-11261.72159999999
82187,SR1,26,30,A,SR1-026-030-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,66.0,1000045424.0,"DRAIN PAN 26"" ALUMINUM",3.0,27.5,27.25,2.45,2248.125,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,138240.0,148376.25,-10136.25
82190,SR1,26,32,A,SR1-026-032-A01,SR - Full Pallet,P,48.0,48.0,60.0,22.0,272.0,477883.0,FESTIVAL APC LAVENDER 172.4OZ,14.0,6.25,6.25,11.63,546.875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148750.0,-10510.0
82191,SR1,26,32,A,SR1-026-032-A02,SR - Full Pallet,P,48.0,48.0,60.0,25.0,319.0,893586.0,FABULOSO APC LAVENDER 169OZ,12.45,6.1,6.15,11.28,467.0617,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148992.6823,-10752.682299999986
82192,SR1,26,33,A,SR1-026-033-A01,SR - Full Pallet,P,48.0,48.0,60.0,24.0,292.0,1000006271.0,PINALEN MAX FLORAL 172OZ,12.65,6.35,6.35,11.48,510.0796,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148943.2432,-10703.243199999997
82193,SR1,26,33,A,SR1-026-033-A02,SR - Full Pallet,P,48.0,48.0,60.0,23.0,271.0,1000006273.0,PINALEN MAX LAVENDER 172OZ,13.0,6.5,6.5,11.0,549.25,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148846.75,-10606.75
82194,SR1,26,34,A,SR1-026-034-A01,SR - Full Pallet,P,48.0,48.0,60.0,28.0,382.0,1000024399.0,FABULOSO APC LAVENDER 128OZ,10.813,6.297,5.715,8.62,389.1312,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148648.11839999998,-10408.118399999978
82197,SR1,26,35,A,SR1-026-035-A02,SR - Full Pallet,P,48.0,48.0,60.0,20.0,212.0,1004125755.0,ENSUENO FE SPRING FRESH 236 OZ,13.66,7.17,7.17,15.511,702.2455,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148876.046,-10636.046000000002
82199,SR1,26,36,A,SR1-026-036-A02,SR - Full Pallet,P,48.0,48.0,60.0,19.0,263.0,1004746118.0,AJAX DISH ORANGE 169OZ,12.05,5.6,8.4,10.06,566.832,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149076.816,-10836.815999999992
82202,SR1,26,38,A,SR1-026-038-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,8.0,185722.0,ROUGHNECK 32GAL WHEEL TRASH CAN BLK,31.5,23.0,25.0,7.8,18112.5,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,144900.0,-6660.0
82203,SR1,26,38,A,SR1-026-038-A02,SR - Full Pallet,P,48.0,48.0,60.0,11.0,65.0,256638.0,BEHRENS 6GAL LOCKING LID TRASH CAN,12.6,13.4,13.5,2.92,2279.34,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,138240.0,148157.1,-9917.100000000006
82207,SR1,26,43,A,SR1-026-043-A02,SR - Full Pallet,P,48.0,48.0,60.0,12.0,94.0,255673.0,ZEP FLOOR STRIPPER/EMULSIFIER 5GAL,14.7,11.3,10.4,46.85,1727.544,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,162389.136,-24149.136
82209,SR1,26,44,A,SR1-026-044-A02,SR - Full Pallet,P,48.0,48.0,60.0,6.0,43.0,468673.0,UNGER PRO CLEANING BUCKET 6GAL,10.75,12.6,25.75,3.52,3487.8375,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,19,No,138240.0,149977.0125,-11737.012500000012
82213,SR1,26,46,A,SR1-026-046-A02,SR - Full Pallet,P,48.0,48.0,60.0,12.0,80.0,1004407287.0,HDX 14QT PLASTIC BUCKET,12.0,12.0,13.0,0.93,1872.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,11,No,138240.0,149760.0,-11520.0
82218,SR1,26,49,A,SR1-026-049-A01,SR - Full Pallet,P,48.0,48.0,60.0,19.0,239.0,1005369718.0,GAIN LIQ ORIGINAL 165 OZ,11.08,9.2,6.1,12.04,621.8096,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148612.49440000003,-10372.494400000025
82219,SR1,26,49,A,SR1-026-049-A02,SR - Full Pallet,P,48.0,48.0,60.0,19.0,239.0,1005370483.0,GAIN LIQ MOONLIGHT BREEZE 165OZ,11.08,9.2,6.1,12.39,621.8096,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148612.49440000003,-10372.494400000025
82224,SR1,26,52,A,SR1-026-052-A01,SR - Full Pallet,P,48.0,48.0,60.0,22.0,320.0,1005055977.0,WINDEX OUTDOOR 128OZ REFILL,11.812,5.25,7.5,8.746,465.0975,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148831.2,-10591.200000000012
